연번,구분,도로명주소,지번주소,위도,경도,면적(m2)
277,경로당,충청북도 옥천군 군서면 성왕로 760,충청북도 옥천군 군서면 오동리 182-1,36.29823295,127.5315704,74.1
278,경로당+무더위심터,충청북도 옥천군 군서면 월전2길 85,충청북도 옥천군 군서면 월전리 169,36.30642249,127.5436132,110
279,경로당,충청북도 옥천군 군서면 상중길 209,충청북도 옥천군 군서면 상중리 473-1,36.29411053,127.5083156,84
280,경로당+무더위심터,충청북도 옥천군 군서면 사양1길 143,충청북도 옥천군 군서면 사양리 295-4,36.2794973,127.5050972,84.28
281,경로당,충청북도 옥천군 군서면 상지2길 127,충청북도 옥천군 군서면 상지리 207-2,36.24027879,127.5108644,65.16
282,경로당+무더위심터,충청북도 옥천군 군북면 이백3길15-7,충청북도 옥천군 군북면 이백리 362-22,36.33010286,127.5320261,174.98
283,경로당+무더위심터,충청북도 옥천군 군북면 이백1길 3-18,충청북도 옥천군 군북면 이백리 256-11,36.32896854,127.5364644,281.67
284,경로당+무더위심터,충청북도 옥천군 군북면 자모2길20-1,충청북도 옥천군 군북면 자모리 86-5,36.33002233,127.5133486,68.82
285,경로당+무더위심터,충청북도 옥천군 군북면 자모길186-1,충청북도 옥천군 군북면 자모리 350-24,36.32391934,127.5095522,86.4
286,경로당+무더위심터,충청북도 옥천군 군북면 증약1길10-7,충청북도 옥천군 군북면 증약리 754-8,36.33867524,127.5160816,273.1
287,경로당,충청북도 옥천군 군북면 감로길 30,충청북도 옥천군 군북면 증약리 248,36.34764621,127.5268853,109.89
288,경로당+무더위심터,충청북도 옥천군 군북면 비야대정로2길38,충청북도 옥천군 군북면 증약리 332-1,36.35580053,127.5288216,200.03
289,경로당,충청북도 옥천군 군북면 항곡길22,충청북도 옥천군 군북면 항곡리 132-12,36.37349779,127.5318766,86.1
290,경로당,충청북도 옥천군 군북면 방아실길73,"충청북도 옥천군 군북면 대정리 524-1, 526-3",36.39110136,127.543973,229.64
291,경로당,충청북도 옥천군 군북면 방아실길125-10,충청북도 옥천군 군북면 대정리 220-1,36.39029337,127.5472501,94.15
292,경로당,충청북도 옥천군 군북면 대정2길18,충청북도 옥천군 군북면 대정리 754-1,36.38945748,127.5306267,89.46
293,경로당,충청북도 옥천군 군북면 방아실길3-6,충청북도 옥천군 군북면 대정리 553-3,36.38869516,127.5378861,250.2
294,경로당+무더위심터,충청북도 옥천군 군북면 비야대정로 739,충청북도 옥천군 군북면 대정리 643,36.38501141,127.5409135,93.7
295,경로당+마을회관,충청북도 옥천군 군북면 비야대정로 691-2,충청북도 옥천군 군북면 대정리 663-8,36.38217661,127.538241,45.36
296,경로당+무더위심터,충청북도 옥천군 군북면 환산로 307-3,충청북도 옥천군 군북면 환평리 184-2,36.34215348,127.5510043,165.17
297,경로당+무더위심터,충청북도 옥천군 군북면 추소길28,충청북도 옥천군 군북면 추소리 519,36.34805578,127.5578795,100
298,경로당+무더위심터,충청북도 옥천군 군북면 지오2길 23,충청북도 옥천군 군북면 지오리 502-2,36.3288384,127.5658974,249.85
299,경로당+무더위심터,충청북도 옥천군 군북면 지오3길 18-3,충청북도 옥천군 군북면 지오리 295-6,36.33831673,127.5737598,128.31
300,경로당+무더위심터,충청북도 옥천군 군북면 이평1길 327,충청북도 옥천군 군북면 이평리 100,36.3543538,127.5739896,84
301,경로당,충청북도 옥천군 군북면 이평2길 92,충청북도 옥천군 군북면 이평리 555-1,36.38216437,127.5581104,87.27
302,경로당+무더위심터,충청북도 옥천군 군북면 석호1길74,충청북도 옥천군 군북면 석호리 505,36.36093925,127.5819636,147.69
303,경로당,충청북도 옥천군 군북면 석호길 419,충청북도 옥천군 군북면 석호리 84-2,36.37820434,127.5940563,88.45
304,경로당,충청북도 옥천군 군북면 국원1길11,충청북도 옥천군 군북면 국원리 108-12,36.33963111,127.5895664,92.64
305,경로당+무더위심터,충청북도 옥천군 군북면 국원2길1,충청북도 옥천군 군북면 국원리 232-1,36.35048159,127.5909409,182.04
306,경로당,충청북도 옥천군 군북면 국원3길45-2,충청북도 옥천군 군북면 국원리 250,36.35098059,127.5858476,87.2
307,경로당,충청북도 옥천군 군북면 소정2길 1,충청북도 옥천군 군북면 소정리 384-1,36.35580814,127.5965555,239.52
308,경로당+무더위심터,충청북도 옥천군 군북면 성왕로 1900,충청북도 옥천군 군북면 소정리 73-4,36.3618466,127.6051182,94.79
309,경로당+무더위심터,충청북도 옥천군 군북면 답양막지길404,충청북도 옥천군 군북면 막지리 224-1,36.37500369,127.6068904,89.11
310,경로당+무더위심터,충청북도 옥천군 군북면 답양막지길205,충청북도 옥천군 군북면 막지리 641-1,36.38266541,127.6019661,126.79
311,마을회관,충청북도 옥천군 군북면 방아실길 75,충청북도 옥천군 군북면 대정리 526,36.39126448,127.54409,139.98
